video,split,corpus_class,dataset_knees_forward_intervals_s,dataset_knees_inward_intervals_s,any_fault_interval,posture_v1_prob_fault,posture_v1_says_fault_at_0.525,rule_knees_forward,rule_peak_s,rule_peak_inside_labelled_interval,view,frames_dir,video_path
46494_1,validation,posture_fault,"[[0.86, 3.12]]",[],yes,0.860,yes,UNCERTAIN,1.3,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46494_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46494_1.mp4
46550_1,validation,posture_fault,"[[2.36, 3.49]]",[],yes,0.759,yes,NOT_OBSERVED,1.067,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46550_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46550_1.mp4
46619_1,validation,posture_fault,"[[2.21, 4.98]]","[[3.21, 4.65]]",yes,0.924,yes,UNCERTAIN,2.833,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46619_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46619_1.mp4
46652_2,validation,good_form,[],[],no,0.108,no,UNCERTAIN,0.733,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46652_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46652_2.mp4
46709_1,validation,posture_fault,"[[2.81, 3.55]]",[],yes,0.777,yes,NOT_OBSERVED,1.9,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46709_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46709_1.mp4
46714_1,validation,good_form,[],[],no,0.380,no,OBSERVED,1.433,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46714_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46714_1.mp4
46723_2,validation,good_form,[],[],no,0.870,yes,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46723_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46723_2.mp4
46734_1,validation,posture_fault,"[[2.15, 2.98]]",[],yes,0.819,yes,OBSERVED,1.1,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46734_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46734_1.mp4
46772_1,validation,posture_fault,"[[2.78, 6.78]]",[],yes,0.641,yes,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46772_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46772_1.mp4
46904_6,validation,posture_fault,"[[2.35, 4.14]]",[],yes,0.603,yes,OBSERVED,2.7,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46904_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46904_6.mp4
46946_5,validation,posture_fault,"[[1.36, 2.76]]",[],yes,0.760,yes,OBSERVED,2.033,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46946_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46946_5.mp4
46986_2,validation,posture_fault,"[[2.92, 4.14]]","[[2.26, 3.82]]",yes,0.459,no,OBSERVED,1.5,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/46986_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/46986_2.mp4
47003_5,validation,posture_fault,"[[0.82, 1.83]]",[],yes,0.897,yes,NOT_OBSERVED,1.1,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47003_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47003_5.mp4
47124_2,validation,good_form,[],[],no,0.299,no,OBSERVED,1.433,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47124_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47124_2.mp4
47193_2,validation,good_form,[],[],no,0.487,no,NOT_OBSERVED,1.833,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47193_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47193_2.mp4
47234_2,validation,posture_fault,"[[6.93, 9.18]]",[],yes,0.851,yes,UNCERTAIN,5.767,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47234_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47234_2.mp4
47251_1,validation,posture_fault,"[[2.34, 3.04]]",[],yes,0.438,no,OBSERVED,1.2,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47251_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47251_1.mp4
47287_3,validation,posture_fault,"[[2.29, 4.68]]",[],yes,0.865,yes,UNCERTAIN,2.533,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47287_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47287_3.mp4
47326_5,validation,good_form,[],[],no,0.713,yes,OBSERVED,1.167,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47326_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47326_5.mp4
47346_1,validation,posture_fault,"[[2.21, 4.74]]",[],yes,0.795,yes,OBSERVED,2.433,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47346_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47346_1.mp4
47352_1,validation,posture_fault,"[[2.12, 4.04]]",[],yes,0.527,yes,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47352_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47352_1.mp4
47453_1,validation,good_form,[],[],no,0.672,yes,NOT_OBSERVED,2.7,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47453_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47453_1.mp4
47466_1,validation,posture_fault,"[[0.77, 1.56], [2.14, 2.73]]",[],yes,0.735,yes,NOT_OBSERVED,1.033,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47466_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47466_1.mp4
47478_7,validation,good_form,[],[],no,0.384,no,OBSERVED,0.967,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47478_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47478_7.mp4
47578_1,validation,good_form,[],[],no,0.154,no,UNCERTAIN,3.433,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47578_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47578_1.mp4
47642_2,validation,good_form,[],[],no,0.356,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47642_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47642_2.mp4
47732_1,validation,posture_fault,"[[0.74, 1.81], [3.07, 3.76]]","[[1.89, 3.4]]",yes,0.728,yes,NOT_OBSERVED,0.967,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47732_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47732_1.mp4
47744_1,validation,posture_fault,"[[4.32, 7.15]]",[],yes,0.706,yes,NOT_OBSERVED,4.833,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47744_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47744_1.mp4
47935_1,validation,good_form,[],[],no,0.740,yes,NOT_OBSERVED,1.267,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/47935_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/47935_1.mp4
48106_2,validation,posture_fault,"[[1.02, 4.12]]","[[2.19, 4.01]]",yes,0.846,yes,NOT_OBSERVED,1.967,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48106_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48106_2.mp4
48163_1,validation,posture_fault,"[[3.35, 4.55]]","[[3.1, 4.06]]",yes,0.745,yes,OBSERVED,2.7,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48163_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48163_1.mp4
48265_1,validation,good_form,[],[],no,0.500,no,OBSERVED,1.133,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48265_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48265_1.mp4
48294_3,validation,good_form,[],[],no,0.202,no,OBSERVED,0.933,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48294_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48294_3.mp4
48314_5,validation,good_form,[],[],no,0.164,no,OBSERVED,1.0,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48314_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48314_5.mp4
48331_1,validation,posture_fault,"[[0.59, 1.84], [2.65, 4.75]]",[],yes,0.847,yes,NOT_OBSERVED,0.733,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48331_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48331_1.mp4
48361_1,validation,posture_fault,"[[1.61, 3.06]]",[],yes,0.540,yes,UNCERTAIN,2.4,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48361_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48361_1.mp4
48371_2,validation,good_form,[],[],no,0.125,no,UNCERTAIN,1.633,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48371_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48371_2.mp4
48380_1,validation,posture_fault,"[[1.13, 2.48]]","[[1.91, 4.0]]",yes,0.921,yes,OBSERVED,1.4,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48380_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48380_1.mp4
48382_4,validation,good_form,[],[],no,0.362,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48382_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48382_4.mp4
48397_1,validation,posture_fault,"[[0.98, 3.29]]",[],yes,0.727,yes,OBSERVED,1.233,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48397_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48397_1.mp4
48510_5,validation,good_form,[],[],no,0.404,no,OBSERVED,3.267,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48510_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48510_5.mp4
48537_1,validation,posture_fault,"[[2.62, 4.58]]",[],yes,0.653,yes,UNCERTAIN,1.333,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48537_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48537_1.mp4
48697_2,validation,posture_fault,"[[0.81, 4.17]]",[],yes,0.908,yes,OBSERVED,1.2,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48697_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48697_2.mp4
48705_3,validation,posture_fault,"[[1.7, 3.06]]",[],yes,0.721,yes,NOT_OBSERVED,1.833,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48705_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48705_3.mp4
48725_10,validation,good_form,[],[],no,0.353,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48725_10,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48725_10.mp4
48771_2,validation,posture_fault,"[[1.62, 3.87]]",[],yes,0.647,yes,OBSERVED,2.0,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48771_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48771_2.mp4
48787_1,validation,posture_fault,"[[3.76, 5.46]]",[],yes,0.750,yes,NOT_OBSERVED,2.0,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48787_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48787_1.mp4
48809_3,validation,posture_fault,"[[0.95, 2.98]]",[],yes,0.873,yes,OBSERVED,1.167,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48809_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48809_3.mp4
48821_5,validation,good_form,[],[],no,0.453,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48821_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48821_5.mp4
48835_5,validation,good_form,[],[],no,0.500,no,UNCERTAIN,,,unknown,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48835_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48835_5.mp4
48853_1,validation,posture_fault,"[[5.67, 6.85]]","[[5.12, 6.56]]",yes,0.698,yes,NOT_OBSERVED,4.633,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48853_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48853_1.mp4
48858_1,validation,posture_fault,"[[2.47, 3.16]]",[],yes,0.474,no,OBSERVED,2.7,yes,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48858_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48858_1.mp4
48917_4,validation,posture_fault,"[[4.19, 5.27]]",[],yes,0.811,yes,OBSERVED,2.667,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48917_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48917_4.mp4
48973_5,validation,good_form,[],[],no,0.694,yes,OBSERVED,4.233,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/48973_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/48973_5.mp4
49042_1,validation,posture_fault,"[[3.48, 4.93]]","[[2.17, 4.41]]",yes,0.904,yes,OBSERVED,1.567,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49042_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49042_1.mp4
49052_1,validation,posture_fault,"[[3.96, 6.57]]",[],yes,0.842,yes,NOT_OBSERVED,4.267,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49052_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49052_1.mp4
49055_4,validation,good_form,[],[],no,0.441,no,UNCERTAIN,4.2,,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49055_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49055_4.mp4
49066_5,validation,good_form,[],[],no,0.564,yes,NOT_OBSERVED,1.2,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49066_5,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49066_5.mp4
49085_1,validation,posture_fault,"[[3.3, 4.62]]",[],yes,0.866,yes,UNCERTAIN,1.267,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49085_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49085_1.mp4
49106_6,validation,good_form,[],[],no,0.664,yes,UNCERTAIN,0.933,,front,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49106_6,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49106_6.mp4
49127_2,validation,good_form,[],[],no,0.418,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49127_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49127_2.mp4
49140_4,validation,posture_fault,"[[2.29, 3.25]]",[],yes,0.810,yes,OBSERVED,1.333,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49140_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49140_4.mp4
49160_1,validation,posture_fault,"[[1.72, 2.95]]","[[2.58, 3.47]]",yes,0.828,yes,OBSERVED,1.933,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49160_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49160_1.mp4
49221_1,validation,posture_fault,"[[3.35, 4.41]]","[[2.73, 4.03]]",yes,0.109,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49221_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49221_1.mp4
49228_4,validation,good_form,[],[],no,0.707,yes,NOT_OBSERVED,1.033,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49228_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49228_4.mp4
49245_3,validation,posture_fault,"[[0.47, 2.46]]","[[1.22, 2.74]]",yes,0.921,yes,NOT_OBSERVED,0.8,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49245_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49245_3.mp4
49254_8,validation,good_form,[],[],no,0.210,no,OBSERVED,1.0,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49254_8,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49254_8.mp4
49337_7,validation,good_form,[],[],no,0.396,no,OBSERVED,6.1,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49337_7,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49337_7.mp4
49834_2,validation,posture_fault,"[[3.17, 4.79]]",[],yes,0.834,yes,UNCERTAIN,1.633,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49834_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49834_2.mp4
49891_1,validation,posture_fault,"[[0.55, 1.41], [1.91, 2.97]]","[[1.58, 2.53]]",yes,0.904,yes,OBSERVED,1.067,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49891_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49891_1.mp4
49897_1,validation,posture_fault,"[[2.62, 3.86]]","[[1.52, 3.4]]",yes,0.863,yes,OBSERVED,1.233,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49897_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49897_1.mp4
49926_2,validation,good_form,[],[],no,0.055,no,OBSERVED,3.167,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49926_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49926_2.mp4
49932_8,validation,posture_fault,"[[2.58, 3.59]]",[],yes,0.193,no,UNCERTAIN,,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49932_8,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49932_8.mp4
49971_1,validation,good_form,[],[],no,0.839,yes,OBSERVED,1.467,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/49971_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/49971_1.mp4
50099_1,validation,good_form,[],[],no,0.578,yes,NOT_OBSERVED,1.967,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/50099_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50099_1.mp4
50113_1,validation,good_form,[],[],no,0.079,no,UNCERTAIN,1.033,,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/50113_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50113_1.mp4
50135_2,validation,good_form,[],[],no,0.628,yes,OBSERVED,0.933,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/50135_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50135_2.mp4
50185_2,validation,posture_fault,"[[0.77, 3.15]]","[[1.56, 2.74]]",yes,0.930,yes,NOT_OBSERVED,1.167,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/50185_2,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50185_2.mp4
50201_1,validation,posture_fault,"[[1.96, 4.56]]",[],yes,0.451,no,OBSERVED,2.767,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/50201_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50201_1.mp4
50205_4,validation,posture_fault,"[[1.27, 2.13], [2.94, 4.08]]",[],yes,0.556,yes,UNCERTAIN,1.367,yes,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/50205_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50205_4.mp4
50214_1,validation,posture_fault,"[[3.06, 3.64]]",[],yes,0.565,yes,OBSERVED,2.233,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/50214_1,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50214_1.mp4
50215_21,validation,posture_fault,"[[3.28, 4.21]]",[],yes,0.927,yes,OBSERVED,2.233,no,side,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/50215_21,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50215_21.mp4
50222_3,validation,good_form,[],[],no,0.182,no,OBSERVED,2.333,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/50222_3,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50222_3.mp4
50262_4,validation,posture_fault,"[[3.27, 3.83]]",[],yes,0.669,yes,NOT_OBSERVED,2.267,no,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/50262_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50262_4.mp4
50367_4,validation,good_form,[],[],no,0.537,yes,NOT_OBSERVED,1.133,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/50367_4,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50367_4.mp4
50481_9,validation,good_form,[],[],no,0.406,no,OBSERVED,0.833,,oblique,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/processed_videos/frames/50481_9,/Users/tarpanmishra/Desktop/Squat More/Labeled_Dataset/videos/50481_9.mp4
